Geneid	C_1	C_2	C_3	F_1	F_2	F_3	W_1	W_2	W_3
ENSG00000105492	0	0	0	0	0	0	0	0	0
ENSG00000268777	0	0	0	0	0	0	0	0	0
ENSG00000269130	0	0	0	0	0	0	0	0	0
ENSG00000268267	0	0	0	0	0	0	0	0	0
ENSG00000105497	92	138	143	114	124	153	239	202	201
ENSG00000269388	22	12	10	11	21	11	37	27	20
ENSG00000267808	0	0	1	0	0	0	1	2	0
ENSG00000105501	0	1	0	0	0	0	0	0	0
ENSG00000268500	0	0	0	0	0	0	0	0	0
ENSG00000244071	0	0	0	0	0	0	0	0	0
ENSG00000273837	0	0	0	0	1	0	0	0	0
ENSG00000254415	1	6	7	3	16	13	6	5	4
ENSG00000243469	0	0	0	0	0	0	0	0	0
ENSG00000269959	21	23	25	27	4	23	66	22	34
ENSG00000182310	125	154	145	192	214	207	374	371	237
ENSG00000207550	0	1	0	0	4	1	0	0	2
ENSG00000198972	0	0	0	0	0	0	0	0	0
ENSG00000208008	0	0	0	0	0	0	0	0	0
ENSG00000105509	3	13	5	6	9	2	9	7	2
ENSG00000171051	1	2	1	1	0	1	3	0	0
ENSG00000171049	1	0	0	0	0	0	0	0	0
ENSG00000187474	0	1	0	0	0	0	0	0	0
ENSG00000161551	109	154	200	124	151	190	374	258	252
ENSG00000268316	0	0	0	0	0	0	0	0	0
ENSG00000269483	0	0	0	0	0	0	0	0	0
ENSG00000283236	4	8	14	4	11	5	16	16	15
ENSG00000268095	0	1	0	1	2	1	3	0	0
ENSG00000198093	70	93	97	89	82	74	238	120	119
ENSG00000283285	0	0	0	0	0	0	0	0	0
ENSG00000176024	94	80	70	56	45	68	164	115	94
ENSG00000269235	4	12	15	9	12	17	9	10	3
ENSG00000256683	67	85	60	66	73	77	128	91	77
ENSG00000197619	102	123	140	98	97	151	273	121	154
ENSG00000142556	140	241	226	191	200	194	522	365	305
ENSG00000256087	122	206	143	114	132	127	267	215	143
ENSG00000275055	1	3	0	5	9	3	4	2	3
ENSG00000260160	19	23	18	5	19	13	26	21	17
ENSG00000197608	132	239	192	194	230	253	393	345	323
ENSG00000270248	0	2	0	1	0	0	0	1	1
ENSG00000204611	75	103	86	83	72	102	210	102	114
ENSG00000267827	0	0	0	0	0	0	0	0	0
ENSG00000268458	0	1	0	3	0	0	0	0	0
ENSG00000243680	0	1	0	0	1	1	1	0	0
ENSG00000196267	42	54	35	39	42	47	39	36	39
ENSG00000267927	1	1	1	0	2	2	3	1	0
ENSG00000105568	4405	4340	3076	4693	4794	4254	9623	6517	5501
ENSG00000274380	0	0	0	0	0	0	0	0	0
ENSG00000268015	0	1	0	0	3	1	2	3	1
ENSG00000277562	0	0	0	0	0	0	0	1	0
ENSG00000207265	0	0	0	0	0	0	0	0	0
ENSG00000196214	166	187	241	186	193	274	315	257	243
ENSG00000208002	0	0	1	0	0	0	0	0	3
ENSG00000269102	0	2	0	1	1	5	5	1	3
ENSG00000198464	182	301	204	240	276	228	517	364	272
ENSG00000269535	2	7	5	3	5	1	10	5	5
ENSG00000167554	19	16	25	11	12	34	32	17	38
ENSG00000221923	0	6	5	3	3	5	6	5	4
ENSG00000269834	29	49	31	32	49	65	124	105	115
ENSG00000277977	2	0	2	0	1	0	1	3	7
ENSG00000167555	101	160	202	109	119	157	231	228	269
ENSG00000269776	0	0	0	0	0	0	0	0	0
ENSG00000198633	0	0	0	0	0	0	1	1	0
ENSG00000258405	0	4	0	8	19	20	7	3	4
ENSG00000278543	0	0	0	0	0	0	0	0	0
ENSG00000269349	1	0	0	2	5	5	0	1	1
ENSG00000198482	81	94	151	102	104	152	201	132	153
ENSG00000167562	62	119	105	97	94	86	137	100	108
ENSG00000242255	0	0	0	0	0	0	0	0	0
ENSG00000268886	0	0	0	0	0	0	0	0	0
ENSG00000123870	4	26	22	17	20	26	38	35	31
ENSG00000167766	122	208	266	183	242	276	478	312	421
ENSG00000268970	24	27	19	21	27	21	26	34	32
ENSG00000269825	90	149	159	147	150	153	254	144	194
ENSG00000213020	172	374	301	266	283	245	286	259	269
ENSG00000189190	81	124	120	70	69	91	104	62	69
ENSG00000198538	153	258	201	194	224	186	331	254	190
ENSG00000255875	0	0	0	0	0	1	1	0	1
ENSG00000204604	163	297	223	201	226	198	390	294	198
ENSG00000268225	3	2	2	3	5	4	1	2	3
ENSG00000182986	71	83	73	44	43	73	92	50	65
ENSG00000283695	0	0	1	0	1	0	2	0	0
ENSG00000283088	0	0	0	0	0	0	0	0	0
ENSG00000213793	118	160	178	134	131	141	171	139	102
ENSG00000269646	1	7	4	1	1	1	4	7	5
ENSG00000213801	37	46	37	35	26	46	53	33	30
ENSG00000221874	0	0	0	0	0	0	0	0	0
ENSG00000180257	63	82	77	53	64	69	76	73	53
ENSG00000269082	0	0	0	0	0	0	0	0	0
ENSG00000242779	47	41	67	63	71	84	65	39	45
ENSG00000268282	0	0	0	0	0	0	0	1	0
ENSG00000267943	2	6	2	2	5	2	2	0	0
ENSG00000269526	0	0	0	0	2	0	3	0	0
ENSG00000268964	2	11	4	1	0	3	3	1	0
ENSG00000170949	174	294	297	185	249	244	372	244	252
ENSG00000170954	67	67	70	56	65	70	78	75	67
ENSG00000197937	182	333	317	264	298	316	362	318	241
ENSG00000197497	47	62	86	68	73	94	115	67	82
ENSG00000268842	0	0	0	0	0	0	0	0	0
ENSG00000269001	51	76	76	42	73	90	93	34	68
ENSG00000267809	32	57	28	38	34	33	85	50	47
ENSG00000197928	0	0	0	0	0	0	1	0	0
ENSG00000269288	0	0	0	0	0	0	0	0	0
ENSG00000196131	1	0	3	0	0	0	3	1	0
ENSG00000228567	2	1	3	0	1	1	1	0	1
ENSG00000269758	0	4	1	1	0	1	3	0	2
ENSG00000189348	0	2	0	0	0	0	1	0	0
ENSG00000163098	0	0	0	0	2	0	0	0	0
ENSG00000269118	2	4	0	1	0	0	0	0	0
ENSG00000174677	0	0	0	0	0	0	0	0	0
ENSG00000213799	170	182	178	184	155	198	249	176	162
ENSG00000203326	91	147	150	135	154	166	211	129	147
ENSG00000241069	0	0	0	0	0	0	0	0	0
ENSG00000196417	169	206	199	153	198	189	251	171	174
ENSG00000239912	3	3	10	2	3	1	5	7	1
ENSG00000249435	0	0	0	0	0	0	0	0	0
ENSG00000241015	84	144	94	104	96	119	178	78	106
ENSG00000160336	182	303	247	257	263	251	369	284	220
ENSG00000198346	110	143	140	131	130	152	213	126	115
ENSG00000250731	12	3	12	7	4	12	16	9	6
ENSG00000241434	0	0	0	0	0	0	0	0	0
ENSG00000213777	0	0	0	0	0	0	0	0	1
ENSG00000274892	0	0	0	2	0	0	0	2	0
ENSG00000130844	219	376	455	444	429	503	729	456	447
ENSG00000268864	0	0	0	0	0	1	0	1	1
ENSG00000269608	0	0	0	0	0	0	0	0	0
ENSG00000242668	0	0	0	0	0	0	0	0	0
ENSG00000204595	0	0	0	0	0	1	0	0	0
ENSG00000200393	0	0	0	0	0	0	0	0	0
ENSG00000270347	0	0	0	0	0	0	0	0	0
ENSG00000207645	0	0	0	0	0	0	0	0	0
ENSG00000207644	0	0	0	0	0	0	0	0	0
ENSG00000221017	0	0	0	0	0	0	0	0	0
ENSG00000207869	0	0	0	0	0	0	0	0	0
ENSG00000207599	0	0	0	0	0	0	0	0	0
ENSG00000207616	0	0	0	0	0	0	0	0	0
ENSG00000207810	0	0	0	0	0	0	0	0	0
ENSG00000283540	0	0	0	0	0	0	0	0	0
ENSG00000207615	0	0	0	0	0	0	0	0	0
ENSG00000207788	0	0	0	0	0	0	0	0	0
ENSG00000221421	0	0	0	0	0	0	0	0	0
ENSG00000207594	0	0	0	0	0	0	0	0	0
ENSG00000207580	0	0	0	0	0	0	0	0	0
ENSG00000207825	0	0	0	0	0	0	0	0	0
ENSG00000207711	0	0	0	0	0	0	0	0	0
ENSG00000283455	0	0	0	0	0	0	0	0	0
ENSG00000207706	0	0	0	0	0	0	0	0	0
ENSG00000207722	0	0	0	0	0	0	0	0	0
ENSG00000207862	0	0	0	0	0	0	0	0	0
ENSG00000207629	0	0	0	0	0	0	0	0	0
ENSG00000207738	0	0	0	0	0	0	0	0	0
ENSG00000283490	0	0	0	0	0	0	0	0	0
ENSG00000283289	0	0	0	0	0	0	0	0	0
ENSG00000207734	0	0	0	0	0	0	0	0	0
ENSG00000207981	0	0	0	0	0	0	0	0	0
ENSG00000207549	0	0	0	0	0	0	0	0	0
ENSG00000251843	0	0	0	0	0	0	0	0	0
ENSG00000207735	0	0	0	0	0	0	0	0	0
ENSG00000207837	0	0	0	0	0	0	0	0	0
ENSG00000207799	0	0	0	0	0	0	0	0	0
ENSG00000207925	0	0	0	0	0	0	0	0	0
ENSG00000211532	0	0	0	0	0	0	0	0	0
ENSG00000207987	0	0	0	0	0	0	0	0	0
ENSG00000207803	0	0	0	0	0	0	0	0	0
ENSG00000252734	0	0	0	0	0	0	0	0	0
ENSG00000283330	0	0	0	0	0	0	0	0	0
ENSG00000207946	0	0	0	0	0	0	0	0	0
ENSG00000207699	0	0	0	0	0	0	0	0	0
ENSG00000207838	0	0	0	0	0	0	0	0	0
ENSG00000207861	0	0	0	0	0	0	0	0	0
ENSG00000252025	0	0	0	0	0	0	0	0	0
ENSG00000207634	0	0	0	0	0	0	0	1	0
ENSG00000252191	0	0	0	0	0	0	0	0	0
ENSG00000283685	0	0	0	0	0	0	0	0	0
ENSG00000207992	0	0	0	0	0	0	0	0	0
ENSG00000207979	0	0	0	4	0	0	0	0	0
ENSG00000207767	0	0	0	0	0	0	0	0	0
ENSG00000221548	0	0	0	0	0	0	0	0	0
ENSG00000252063	0	0	0	0	0	0	0	0	0
ENSG00000207620	0	0	0	0	0	0	0	0	0
ENSG00000269842	1	1	3	0	2	1	4	0	0
ENSG00000284362	0	0	0	0	0	0	0	0	0
ENSG00000252979	0	0	0	0	0	0	0	0	0
ENSG00000237589	0	0	0	0	0	0	0	0	0
ENSG00000229000	0	0	0	0	0	0	0	0	0
ENSG00000238150	0	0	0	0	0	0	0	0	0
ENSG00000269877	0	0	0	0	0	0	0	0	0
ENSG00000199031	0	0	0	0	0	0	0	0	0
ENSG00000284568	0	0	0	0	0	0	0	0	0
ENSG00000199095	0	0	0	0	0	0	0	0	0
ENSG00000199143	0	0	0	0	0	0	0	0	0
ENSG00000269564	0	0	0	1	0	0	0	0	0
ENSG00000142405	1	5	1	5	10	7	3	0	1
ENSG00000228323	4	0	2	4	4	2	4	2	1
ENSG00000232324	4	2	0	4	3	4	0	5	0
ENSG00000179820	1004	1683	1192	2080	2213	1953	2101	2165	1504
ENSG00000232220	0	0	0	0	0	0	0	0	0
ENSG00000126583	20	47	44	31	34	54	40	35	40
ENSG00000105605	302	583	526	515	704	798	724	650	670
ENSG00000142408	115	194	143	190	208	181	219	238	134
ENSG00000284583	0	0	0	0	0	0	0	0	0
ENSG00000130433	153	158	158	110	148	138	88	78	85
ENSG00000276206	0	0	0	0	0	0	0	0	0
ENSG00000189068	74	59	33	44	40	29	130	71	47
ENSG00000248385	0	0	0	0	0	0	0	0	0
ENSG00000170909	9	6	12	4	4	6	14	7	10
ENSG00000170906	1141	1067	714	640	641	650	1054	739	643
ENSG00000105619	446	428	303	294	338	325	455	331	260
ENSG00000105618	1224	1144	915	1167	967	929	1951	1169	1056
ENSG00000237017	13	11	9	13	15	20	11	9	23
ENSG00000088038	1139	1619	1253	1807	1775	1554	2115	1512	1330
ENSG00000105617	278	278	209	140	198	179	247	202	167
ENSG00000167608	27	21	28	35	25	65	40	25	47
ENSG00000125505	3104	4057	2723	3869	4003	3257	4947	3695	3183
ENSG00000170892	1007	1132	808	1044	1030	966	1632	1015	950
ENSG00000223660	0	0	1	1	1	0	4	1	0
ENSG00000170889	31324	26716	19107	22373	23257	22420	31055	21744	19291
ENSG00000224579	4	5	4	3	5	3	3	1	1
ENSG00000204577	117	214	130	181	159	116	175	128	86
ENSG00000269524	17	13	16	17	24	14	18	9	6
ENSG00000235081	16	31	15	27	19	12	26	22	3
ENSG00000244482	49	53	27	15	33	31	45	53	16
ENSG00000249189	0	0	1	0	1	0	3	0	0
ENSG00000105609	2	2	0	5	1	4	0	0	2
ENSG00000212314	0	0	0	0	0	0	0	0	0
ENSG00000240296	0	0	0	0	0	0	0	0	0
ENSG00000131042	0	0	0	0	0	1	0	0	0
ENSG00000264703	0	0	0	0	0	0	0	0	0
ENSG00000240197	0	0	0	0	0	0	0	0	0
ENSG00000276758	0	0	0	0	0	0	0	0	0
ENSG00000251431	0	0	0	0	0	0	0	0	0
ENSG00000234436	0	0	0	0	0	0	0	0	0
ENSG00000187116	0	0	0	0	0	0	0	0	0
ENSG00000275210	0	0	0	0	0	0	0	0	0
ENSG00000249654	0	0	0	0	0	0	0	0	0
ENSG00000250507	0	0	0	1	0	0	0	0	0
ENSG00000239961	0	2	2	0	0	1	4	0	2
ENSG00000167613	3	15	1	2	1	2	0	0	0
ENSG00000237955	0	0	0	0	0	0	0	0	0
ENSG00000167614	248	288	330	171	271	379	204	221	210
ENSG00000227407	0	3	0	1	0	0	1	3	1
ENSG00000268496	3	6	12	4	5	7	4	2	2
ENSG00000269873	1	1	3	2	5	3	3	5	3
ENSG00000267838	8	5	9	7	10	9	5	2	7
ENSG00000226696	48	47	86	45	38	86	70	31	72
ENSG00000235681	6	9	8	9	11	10	9	2	8
ENSG00000167615	1136	2449	2904	2067	2308	3221	2516	2195	2314
ENSG00000275183	1	3	4	3	5	3	4	5	9
ENSG00000167617	145	177	114	108	169	216	104	111	114
ENSG00000167618	1	0	9	0	3	3	3	0	2
ENSG00000213016	0	0	0	0	0	0	0	0	0
ENSG00000104970	0	0	0	0	0	0	0	0	0
ENSG00000235181	0	0	0	0	0	0	0	0	0
ENSG00000239998	0	1	0	0	0	0	0	0	0
ENSG00000269271	0	0	0	0	0	0	0	0	0
ENSG00000104974	0	0	0	0	0	0	0	0	0
ENSG00000238094	0	0	0	0	0	0	0	0	0
ENSG00000104972	0	1	0	0	0	0	0	0	0
ENSG00000224730	0	0	0	0	0	0	0	0	0
ENSG00000186818	1	1	0	1	0	0	0	0	0
ENSG00000277636	0	0	0	0	0	0	0	0	0
ENSG00000242856	0	0	0	0	0	0	0	1	0
ENSG00000237323	0	0	0	0	0	0	0	0	0
ENSG00000225370	0	0	0	0	0	0	0	0	0
ENSG00000186152	0	0	0	0	0	0	0	0	0
ENSG00000228790	0	0	0	0	0	0	0	0	0
ENSG00000170858	0	0	0	0	0	0	0	0	0
ENSG00000242019	0	0	0	0	0	0	0	0	0
ENSG00000215765	0	0	0	0	0	0	0	0	0
ENSG00000243772	0	0	0	0	0	0	0	0	0
ENSG00000242473	0	0	0	0	0	0	0	0	0
ENSG00000125498	0	2	0	0	1	0	2	1	0
ENSG00000264257	0	0	0	0	0	0	0	0	0
ENSG00000189013	1	0	0	0	0	0	0	0	0
ENSG00000167633	2	0	1	0	0	0	0	1	0
ENSG00000221957	0	0	0	0	0	0	0	0	0
ENSG00000240403	0	0	0	0	0	0	0	0	0
ENSG00000199308	0	0	0	0	0	0	0	0	0
ENSG00000186431	0	0	0	0	0	0	0	3	0
ENSG00000268734	0	0	0	0	0	0	0	0	0
ENSG00000189430	0	2	3	0	0	1	2	2	0
ENSG00000167634	0	1	2	0	2	0	0	0	1
ENSG00000275012	0	0	0	0	0	0	0	0	0
ENSG00000022556	386	524	361	430	493	393	783	546	461
ENSG00000243494	0	0	0	1	0	0	0	0	0
ENSG00000267265	13	27	29	21	18	8	21	21	6
ENSG00000088053	155	256	146	221	233	136	376	262	179
ENSG00000267149	8	7	2	8	2	3	11	3	6
ENSG00000160439	46	63	51	50	49	27	75	69	34
ENSG00000131037	6	17	12	8	14	9	12	18	11
ENSG00000125503	1288	1724	1172	1625	1684	1565	2433	1870	1404
ENSG00000267507	1	2	2	1	3	0	1	2	1
ENSG00000275863	1	0	0	0	0	0	0	2	0
ENSG00000105048	4628	4429	3477	3482	4038	4296	5536	4225	3960
ENSG00000129991	0	1	2	1	3	7	2	5	5
ENSG00000267110	0	0	0	0	0	0	0	0	0
ENSG00000167646	62	62	68	58	66	85	74	49	36
ENSG00000267577	0	2	1	3	1	4	1	0	1
ENSG00000239137	0	0	0	0	0	0	0	0	0
ENSG00000129990	5	11	7	11	3	8	16	22	12
ENSG00000080031	126	188	184	91	124	124	228	212	178
ENSG00000267649	3	3	3	5	5	3	2	6	2
ENSG00000180089	26	40	34	31	44	54	60	62	24
ENSG00000276570	13	20	21	17	22	30	32	30	15
ENSG00000105063	1699	2430	1776	2389	2292	2068	3108	2125	1733
ENSG00000275519	0	1	3	0	0	0	0	0	0
ENSG00000278328	0	0	0	0	0	0	0	0	0
ENSG00000278264	0	0	0	0	0	0	0	0	0
ENSG00000133265	1132	826	557	899	705	590	1742	1086	886
ENSG00000160469	268	462	359	346	433	417	596	612	399
ENSG00000268729	0	0	0	0	0	0	0	0	0
ENSG00000180061	2	3	0	5	3	7	2	0	4
ENSG00000276831	2	1	0	0	0	0	0	1	1
ENSG00000133247	333	354	408	420	386	618	464	243	442
ENSG00000160471	4	12	15	10	13	27	14	11	28
ENSG00000267706	0	0	0	0	0	0	0	0	0
ENSG00000180043	0	0	0	0	1	2	1	1	0
ENSG00000095752	120	154	117	99	74	129	413	452	185
ENSG00000160472	0	1	0	0	0	0	1	4	1
ENSG00000269275	0	0	3	0	0	0	0	0	3
ENSG00000233493	95	71	54	71	64	53	121	77	57
ENSG00000108107	15702	14840	10495	10695	11171	11436	15988	12127	10896
ENSG00000284029	0	0	0	0	0	0	0	0	0
ENSG00000108106	11155	8657	7272	10115	9496	9170	17520	11370	10417
ENSG00000187902	4	6	8	11	7	14	7	8	10
ENSG00000063241	1703	1426	985	1268	1106	987	1855	1265	1064
ENSG00000283567	0	0	0	0	0	0	2	0	0
ENSG00000279063	0	0	0	0	0	0	1	0	0
ENSG00000269859	0	0	3	0	0	1	0	0	0
ENSG00000197483	227	327	165	220	236	205	278	240	200
ENSG00000090971	737	662	483	634	690	675	754	606	521
ENSG00000179954	19	31	13	26	53	36	53	49	38
ENSG00000187550	17	29	43	32	24	31	135	90	102
ENSG00000231274	7	18	10	14	22	18	27	23	12
ENSG00000218891	668	677	537	537	572	636	748	702	534
ENSG00000179943	388	482	326	441	445	370	715	561	359
ENSG00000171443	262	214	159	266	226	235	279	167	175
ENSG00000261221	733	953	652	858	858	907	1054	856	766
ENSG00000276488	18	22	22	23	24	23	29	28	21
ENSG00000179922	131	141	111	107	104	105	158	118	105
ENSG00000213015	396	346	345	335	347	397	406	296	312
ENSG00000171425	429	401	319	256	291	335	414	334	290
ENSG00000173581	199	222	171	219	218	231	383	348	222
ENSG00000063244	3998	5306	4384	5967	5241	4810	10013	6532	5882
ENSG00000267523	18	22	46	18	22	27	31	29	39
ENSG00000267096	3	5	7	5	2	5	7	6	4
ENSG00000063245	4113	3747	2741	3533	3408	3155	5147	3692	3178
ENSG00000267117	1	2	0	0	2	0	2	2	1
ENSG00000267689	0	0	0	0	0	0	0	0	0
ENSG00000268593	0	0	0	0	0	0	0	0	0
ENSG00000185792	0	7	1	5	1	3	12	2	0
ENSG00000222524	0	0	0	0	0	0	0	0	0
ENSG00000223638	856	1069	691	678	697	626	1432	979	764
ENSG00000229292	243	275	132	155	199	159	505	327	251
ENSG00000255238	1	2	2	2	0	0	4	0	1
ENSG00000179873	86	83	86	73	66	88	72	63	61
ENSG00000160505	5	5	2	1	0	0	2	1	7
ENSG00000173572	0	0	1	4	1	0	0	0	0
ENSG00000179709	0	2	2	1	0	0	1	0	3
ENSG00000171487	305	367	263	147	177	119	299	161	150
ENSG00000267522	0	11	2	2	6	6	1	3	1
ENSG00000142409	1213	1253	790	1104	971	758	1677	1355	845
ENSG00000223060	1	1	0	2	1	0	3	6	2
ENSG00000279959	0	0	0	0	0	0	0	0	0
ENSG00000167685	925	1027	742	780	793	728	1163	997	776
ENSG00000279794	3	27	18	7	13	14	31	20	14
ENSG00000197487	0	0	0	0	0	0	0	0	0
ENSG00000197213	0	0	0	2	0	1	0	0	3
ENSG00000204532	0	0	1	1	2	0	2	3	0
ENSG00000242411	0	0	0	0	0	0	3	0	0
ENSG00000131848	79	106	67	82	80	49	167	111	74
ENSG00000267908	1	4	4	0	0	4	2	2	1
ENSG00000267710	13	32	27	18	26	23	32	30	20
ENSG00000267298	0	1	2	0	2	3	0	4	4
ENSG00000267549	2	1	1	2	4	0	7	2	8
ENSG00000200646	0	0	0	0	0	0	0	0	0
ENSG00000213014	3	1	0	0	0	2	1	0	1
ENSG00000266907	0	0	0	0	1	1	0	1	0
ENSG00000267145	0	0	0	1	0	0	0	0	0
ENSG00000266932	0	1	0	1	1	1	0	0	0
ENSG00000267429	2	0	0	2	2	0	2	2	1
ENSG00000267606	1	1	1	0	2	2	5	2	6
ENSG00000240225	262	285	223	267	269	235	582	393	291
ENSG00000018869	22	36	19	31	25	18	53	36	35
ENSG00000267776	0	5	3	2	4	0	7	8	2
ENSG00000267459	0	0	0	0	0	0	0	0	0
ENSG00000267781	0	1	0	0	1	0	2	0	3
ENSG00000267192	1	0	2	0	0	0	1	0	1
ENSG00000267454	3	10	4	5	6	8	14	12	12
ENSG00000198440	33	55	54	32	38	28	42	39	47
ENSG00000198046	63	143	149	106	99	116	162	125	124
ENSG00000166770	126	158	133	140	131	157	216	139	138
ENSG00000279405	2	3	2	2	2	4	4	3	4
ENSG00000276578	5	4	4	8	5	6	8	1	6
ENSG00000196263	33	74	74	64	80	81	109	83	75
ENSG00000267224	0	0	0	0	0	0	0	2	0
ENSG00000267421	7	8	2	5	6	4	7	12	5
ENSG00000196867	49	107	98	74	98	123	120	115	103
ENSG00000269696	1	7	5	6	3	6	7	2	9
ENSG00000197016	65	129	101	79	118	105	141	112	144
ENSG00000268847	0	0	0	0	0	0	0	0	0
ENSG00000197951	201	222	219	234	269	311	305	240	209
ENSG00000268182	1	2	5	5	4	2	0	3	3
ENSG00000127903	9	13	17	24	22	19	17	18	19
ENSG00000268352	0	1	1	0	1	0	0	0	2
ENSG00000268568	0	0	1	0	0	0	0	0	0
ENSG00000268067	0	0	0	0	0	0	0	0	0
ENSG00000284729	0	0	0	0	0	0	0	0	0
ENSG00000269793	5	5	8	4	1	11	3	0	2
ENSG00000269699	1	5	7	1	7	13	11	6	9
ENSG00000268407	0	0	0	0	0	0	0	0	0
ENSG00000198300	142	291	274	326	324	253	566	342	295
ENSG00000268654	3	6	5	11	7	2	5	4	2
ENSG00000274777	0	0	0	0	0	0	0	0	0
ENSG00000269786	0	0	0	0	0	0	0	0	0
ENSG00000268483	0	0	0	0	0	0	0	0	0
ENSG00000274219	0	0	0	0	0	0	0	0	0
ENSG00000131864	0	0	0	0	0	0	0	0	0
ENSG00000141946	0	0	0	0	0	0	0	0	0
ENSG00000270293	0	0	0	0	0	0	0	0	0
ENSG00000270790	0	0	0	0	0	0	0	0	0
ENSG00000258873	0	0	0	0	0	0	0	0	0
ENSG00000268379	9	0	3	5	4	2	4	1	4
ENSG00000083844	497	781	767	473	685	693	670	590	523
ENSG00000105146	31	38	31	30	45	26	68	44	50
ENSG00000204524	21	55	65	38	38	40	87	38	56
ENSG00000268713	30	32	21	21	27	42	43	33	25
ENSG00000267871	2	9	8	9	4	2	7	6	8
ENSG00000197714	22	87	126	87	101	83	135	107	125
ENSG00000279541	4	34	28	18	30	31	35	30	31
ENSG00000268205	339	449	257	233	307	256	457	332	229
ENSG00000268723	0	0	0	0	0	1	0	0	0
ENSG00000178229	92	91	122	95	115	135	151	116	119
ENSG00000268678	0	4	5	3	7	3	5	6	3
ENSG00000131845	117	231	193	172	211	152	292	269	236
ENSG00000152433	11	21	18	10	30	15	29	21	12
ENSG00000256060	74	85	43	28	57	48	111	65	43
ENSG00000268133	0	0	0	0	0	0	0	0	0
ENSG00000188785	117	155	165	80	146	155	218	106	184
ENSG00000269533	1	1	0	0	5	3	1	3	2
ENSG00000268533	1	0	0	0	0	2	0	2	0
ENSG00000186272	52	75	58	41	61	43	99	55	65
ENSG00000186230	124	142	136	118	105	116	226	136	147
ENSG00000268163	0	0	0	0	2	3	2	0	0
ENSG00000276449	3	6	4	2	1	7	4	4	3
ENSG00000178201	5	7	15	1	5	2	6	2	3
ENSG00000268545	1	0	1	0	1	2	1	1	0
ENSG00000197128	81	134	161	94	121	134	190	120	147
ENSG00000268266	1	1	6	2	4	1	3	3	1
ENSG00000105136	123	156	166	92	87	125	165	132	125
ENSG00000268107	0	0	0	0	0	0	0	0	0
ENSG00000152439	69	84	66	47	51	66	123	94	61
ENSG00000121406	86	168	156	138	160	154	191	144	138
ENSG00000251369	70	122	182	133	134	171	196	128	165
ENSG00000083817	43	48	56	30	50	36	69	48	32
ENSG00000171649	46	67	68	79	62	65	109	78	78
ENSG00000183647	91	111	117	69	104	89	201	113	134
ENSG00000213762	163	255	227	167	204	207	349	244	249
ENSG00000268392	1	1	2	2	0	0	1	0	2
ENSG00000121417	82	133	125	75	104	119	145	93	102
ENSG00000269097	16	20	21	4	5	18	3	4	3
ENSG00000180532	0	2	4	4	9	3	5	1	1
ENSG00000204519	101	179	168	171	168	135	250	200	193
ENSG00000269026	0	0	0	0	0	0	0	0	0
ENSG00000179909	15	43	26	109	125	130	16	15	14
ENSG00000083814	104	141	136	75	97	131	129	92	90
ENSG00000152443	114	173	179	115	172	140	164	142	106
ENSG00000083828	100	159	106	119	120	112	137	99	74
ENSG00000178935	99	100	84	83	114	117	123	76	77
ENSG00000268750	0	1	1	3	3	0	2	1	2
ENSG00000269343	339	392	260	237	249	206	292	195	203
ENSG00000269304	1	1	1	3	0	4	1	1	1
ENSG00000204514	221	246	156	147	163	168	208	118	88
ENSG00000198466	439	553	464	409	488	549	556	397	386
ENSG00000269867	37	35	33	40	40	61	42	36	27
ENSG00000270804	23	29	13	17	16	28	24	9	18
ENSG00000269476	1	0	0	1	0	0	0	0	1
ENSG00000173480	114	223	228	108	178	201	193	184	146
ENSG00000196724	0	8	6	6	9	2	10	14	7
ENSG00000152454	57	102	113	82	80	98	117	93	111
ENSG00000243234	0	0	0	0	0	0	0	1	0
ENSG00000177025	0	1	0	0	2	0	1	0	2
ENSG00000166704	62	99	86	55	77	116	113	46	70
ENSG00000176593	34	64	86	64	76	90	99	59	53
ENSG00000235974	2	0	0	0	0	0	3	0	1
ENSG00000152467	8	14	24	8	14	13	12	6	18
ENSG00000268660	10	14	9	11	11	14	7	6	11
ENSG00000270837	2	1	2	0	1	2	2	2	0
ENSG00000176293	34	51	53	54	79	129	95	99	89
ENSG00000243642	0	0	3	1	0	4	1	1	5
ENSG00000121413	216	386	346	251	387	414	411	379	371
ENSG00000181894	165	191	140	104	112	128	164	129	179
ENSG00000268293	2	0	0	0	0	0	2	0	0
ENSG00000269236	0	0	0	0	0	0	0	0	0
ENSG00000171606	225	498	401	258	336	355	497	410	377
ENSG00000213013	0	0	0	0	0	0	0	0	0
ENSG00000268866	0	0	0	0	0	0	0	0	0
ENSG00000198131	393	435	372	320	341	332	549	454	358
ENSG00000283515	0	0	0	0	0	0	0	0	0
ENSG00000268516	76	100	91	68	49	80	105	65	54
ENSG00000268201	15	10	19	4	19	17	29	14	20
ENSG00000278129	198	325	373	130	160	264	325	254	318
ENSG00000267216	25	44	47	75	48	55	59	47	46
ENSG00000142396	32	82	67	79	70	57	114	72	58
ENSG00000283103	45	49	51	29	46	43	53	39	31
ENSG00000269794	0	0	5	0	1	2	9	3	1
ENSG00000182318	81	128	101	123	86	100	131	104	77
ENSG00000277588	0	0	1	0	0	0	0	1	0
ENSG00000121410	7	6	7	7	5	14	6	4	8
ENSG00000268230	16	26	28	19	13	13	43	12	26
ENSG00000268895	23	39	31	22	22	27	63	55	33
ENSG00000279611	4	8	8	3	4	7	16	2	6
